CustomerID,Segment,Recency,Frequency,Monetary,AvgOrderValue,InterPurchaseStd,ProductDiversity,TenureDays,Country
13707,At Risk,267,5,3365.86,673.17,46.5,142,269,United Kingdom
13708,Hibernating,271,1,294.88,294.88,,48,0,United Kingdom
13709,Champions,4,18,7591.75,421.76,46.7,296,693,United Kingdom
13710,New Customers,32,3,509.52,169.84,101.5,13,580,United Kingdom
13711,At Risk,219,9,1792.26,199.14,70.1,80,505,United Kingdom
13712,Hibernating,247,2,766.42,383.21,,32,364,United Kingdom
13713,At Risk,408,3,743.26,247.75,24.5,70,174,United Kingdom
13714,Hibernating,465,1,161.35,161.35,,30,0,United Kingdom
13715,At Risk,281,17,8483.29,499.02,15.0,277,357,United Kingdom
13716,Hibernating,269,1,138.28,138.28,,21,0,United Kingdom
13717,At Risk,32,8,1763.3,220.41,42.1,110,453,United Kingdom
13718,Hibernating,246,2,306.55,153.28,,9,49,United Kingdom
13719,Champions,15,11,2814.27,255.84,52.5,193,556,United Kingdom
13720,At Risk,117,4,799.9,199.98,21.2,42,138,United Kingdom
13721,New Customers,36,2,741.54,370.77,,41,358,United Kingdom
13722,At Risk,132,10,5635.41,563.54,64.2,137,514,United Kingdom
13723,At Risk,217,6,1209.2,201.53,68.9,51,394,United Kingdom
13724,Hibernating,637,1,213.01,213.01,,39,0,United Kingdom
13725,At Risk,50,8,1980.56,247.57,38.3,95,258,United Kingdom
13726,New Customers,39,2,1079.66,539.83,,39,61,United Kingdom
13727,New Customers,29,8,1080.05,135.01,195.9,74,701,United Kingdom
13728,Champions,37,16,2855.17,178.45,16.6,75,693,United Kingdom
13729,Hibernating,436,3,724.73,241.58,121.5,36,248,United Kingdom
13730,Hibernating,136,2,752.6,376.3,,38,25,United Kingdom
13731,Hibernating,219,2,610.59,305.3,,36,27,United Kingdom
13732,New Customers,28,1,491.86,491.86,,33,0,United Kingdom
13733,Hibernating,411,2,487.03,243.52,,28,324,United Kingdom
13734,At Risk,509,4,6701.64,1675.41,37.5,24,94,United Kingdom
13735,Champions,25,13,9813.22,754.86,46.8,362,701,United Kingdom
13736,Champions,5,7,2766.21,395.17,89.5,325,728,United Kingdom
13737,Hibernating,200,1,339.6,339.6,,29,0,United Kingdom
13738,Hibernating,396,1,440.93,440.93,,88,0,United Kingdom
13739,New Customers,18,2,292.2,146.1,,6,509,United Kingdom
13740,At Risk,241,5,1597.77,319.55,44.5,83,496,United Kingdom
13741,New Customers,72,3,668.43,222.81,39.0,34,145,United Kingdom
13742,Champions,17,12,3131.02,260.92,25.0,200,303,United Kingdom
13743,New Customers,3,7,1341.6,191.66,25.9,8,256,United Kingdom
13744,At Risk,95,2,1156.36,578.18,,54,197,United Kingdom
13745,Hibernating,162,2,777.36,388.68,,46,383,United Kingdom
13746,Hibernating,414,1,176.69,176.69,,9,0,United Kingdom
13747,Hibernating,374,2,249.4,124.7,,4,51,United Kingdom
13748,At Risk,96,9,2268.35,252.04,104.4,40,642,United Kingdom
13750,Champions,54,11,3602.18,327.47,40.3,51,563,United Kingdom
13751,Hibernating,288,1,296.25,296.25,,9,0,United Kingdom
13752,At Risk,124,7,1590.73,227.25,96.0,75,403,United Kingdom
13753,At Risk,288,4,2094.57,523.64,114.8,64,449,United Kingdom
13754,Hibernating,152,3,447.05,149.02,23.0,16,285,United Kingdom
13755,Champions,4,9,2161.35,240.15,4.7,232,59,United Kingdom
13756,Champions,2,23,9207.5,400.33,33.7,142,722,United Kingdom
13757,Hibernating,675,1,195.55,195.55,,8,0,United Kingdom
13758,Champions,12,14,9314.14,665.3,52.7,212,727,United Kingdom
13759,New Customers,33,2,659.41,329.71,,24,37,United Kingdom
13760,At Risk,54,5,1363.64,272.73,51.5,95,539,United Kingdom
13761,At Risk,50,6,1952.17,325.36,109.0,118,606,United Kingdom
13762,At Risk,219,5,2472.48,494.5,147.7,23,479,United Kingdom
13763,At Risk,63,3,5217.44,1739.15,168.0,50,371,United Kingdom
13764,At Risk,71,6,2942.31,490.38,85.4,294,571,United Kingdom
13765,Hibernating,653,1,352.82,352.82,,16,0,United Kingdom
13766,Hibernating,495,1,190.35,190.35,,16,0,United Kingdom
13767,Champions,2,73,35540.53,486.86,11.6,117,736,United Kingdom
13768,Hibernating,727,2,875.97,437.98,,30,4,United Kingdom
13769,Champions,2,20,5800.42,290.02,22.1,121,721,United Kingdom
13770,At Risk,422,4,785.37,196.34,80.6,48,308,United Kingdom
13771,Champions,64,9,5728.82,636.54,92.1,182,588,United Kingdom
13772,Champions,34,8,3114.22,389.28,50.5,394,620,United Kingdom
13773,Hibernating,397,2,301.54,150.77,,19,263,United Kingdom
13774,Hibernating,82,1,345.0,345.0,,22,0,United Kingdom
13775,Hibernating,591,1,1049.66,1049.66,,63,0,United Kingdom
13777,Champions,1,61,56478.42,925.88,11.4,44,737,United Kingdom
13778,At Risk,103,4,1124.49,281.12,165.5,33,462,United Kingdom
13779,Hibernating,516,1,161.13,161.13,,27,0,United Kingdom
13780,New Customers,7,3,735.82,245.27,37.0,90,399,United Kingdom
13781,At Risk,251,3,778.83,259.61,106.5,56,470,United Kingdom
13782,Champions,13,13,1793.72,137.98,35.1,187,720,United Kingdom
13783,At Risk,488,4,1542.09,385.52,20.4,4,185,United Kingdom
13784,Champions,10,14,2910.23,207.87,26.7,13,440,United Kingdom
13785,At Risk,429,4,542.49,135.62,14.4,26,31,United Kingdom
13786,At Risk,367,6,3358.94,559.82,73.4,80,368,United Kingdom
13787,At Risk,76,6,1222.5,203.75,85.6,71,619,United Kingdom
13788,Hibernating,505,1,3.75,3.75,,1,0,United Kingdom
13789,Hibernating,388,1,239.46,239.46,,18,0,United Kingdom
13790,New Customers,4,1,348.8,348.8,,45,0,United Kingdom
13791,At Risk,128,2,1516.0,758.0,,7,40,United Kingdom
13792,New Customers,66,3,383.95,127.98,43.0,23,356,United Kingdom
13793,Hibernating,647,1,96.0,96.0,,7,0,United Kingdom
13794,Hibernating,547,1,126.03,126.03,,9,0,United Kingdom
13795,At Risk,388,4,836.3,209.08,48.8,23,249,United Kingdom
13796,Hibernating,499,1,289.7,289.7,,22,0,United Kingdom
13797,At Risk,437,3,1179.45,393.15,26.5,71,210,United Kingdom
13798,Champions,1,110,75836.87,689.43,4.8,168,729,United Kingdom
13799,At Risk,117,9,2803.57,311.51,58.0,64,527,United Kingdom
13800,At Risk,310,3,1679.56,559.85,92.5,73,427,United Kingdom
13801,Hibernating,67,1,324.8,324.8,,23,0,United Kingdom
13802,Champions,139,19,26259.11,1382.06,26.3,212,523,United Kingdom
13803,At Risk,255,3,1338.91,446.3,5.5,73,363,United Kingdom
13804,Champions,31,9,3208.52,356.5,53.9,149,406,United Kingdom
13805,New Customers,52,2,924.6,462.3,,10,76,United Kingdom
13806,Hibernating,64,1,256.38,256.38,,10,0,United Kingdom
13807,Hibernating,367,3,534.8,178.27,23.0,24,368,United Kingdom
13808,New Customers,6,5,1747.66,349.53,13.8,70,91,United Kingdom
13809,At Risk,305,3,679.7,226.57,11.5,23,155,Cyprus
13810,New Customers,29,2,827.51,413.76,,30,27,Germany
13811,Hibernating,184,2,519.75,259.88,,5,55,Germany
13812,New Customers,42,3,485.0,161.67,9.5,32,63,Germany
13813,At Risk,40,8,2387.47,298.43,121.4,83,694,Germany
13814,At Risk,92,3,2257.32,752.44,172.5,56,434,Germany
13815,Champions,22,8,6737.74,842.22,48.1,202,643,Germany
13816,New Customers,24,2,499.67,249.84,,24,40,Germany
13817,New Customers,29,2,328.98,164.49,,19,322,Germany
13818,Hibernating,430,1,61.28,61.28,,5,0,United Kingdom
13819,At Risk,302,6,2642.35,440.39,132.7,47,436,United Kingdom
13820,Hibernating,418,3,660.65,220.22,97.0,68,262,United Kingdom
13821,At Risk,145,6,1410.73,235.12,108.1,158,559,United Kingdom
13822,New Customers,6,2,632.0,316.0,,90,34,United Kingdom
13823,Champions,19,7,3403.45,486.21,85.5,108,705,United Kingdom
13824,Champions,33,12,3314.76,276.23,20.0,59,604,United Kingdom
13825,Hibernating,622,2,255.59,127.8,,38,108,United Kingdom
13826,Hibernating,176,1,189.5,189.5,,10,0,United Kingdom
13827,New Customers,58,3,412.05,137.35,33.0,83,85,United Kingdom
13828,New Customers,22,1,209.49,209.49,,15,0,United Kingdom
13829,Hibernating,421,1,102.0,102.0,,1,0,United Kingdom
13830,Hibernating,582,1,156.85,156.85,,11,0,United Kingdom
13831,Champions,16,18,7023.58,390.2,35.9,121,713,United Kingdom
13832,New Customers,19,2,613.69,306.85,,54,403,United Kingdom
13833,Hibernating,159,2,701.36,350.68,,43,244,United Kingdom
13834,Hibernating,577,2,324.19,162.1,,15,92,United Kingdom
13835,New Customers,25,7,1095.27,156.47,95.7,60,620,United Kingdom
13836,Hibernating,399,2,620.37,310.18,,29,15,United Kingdom
13837,Hibernating,212,2,271.24,135.62,,17,105,United Kingdom
13838,Champions,6,10,1966.09,196.61,84.5,328,573,United Kingdom
13839,Hibernating,486,1,139.95,139.95,,7,0,United Kingdom
13840,Hibernating,416,1,651.4,651.4,,40,0,United Kingdom
13841,Hibernating,253,1,85.0,85.0,,1,0,United Kingdom
13842,Champions,59,18,5629.91,312.77,23.7,214,602,United Kingdom
13843,Hibernating,381,1,319.75,319.75,,18,0,United Kingdom
13844,New Customers,11,1,361.62,361.62,,20,0,United Kingdom
13845,Hibernating,65,1,312.98,312.98,,9,0,United Kingdom
13846,New Customers,25,4,1307.79,326.95,73.2,81,375,United Kingdom
13847,Hibernating,720,1,310.72,310.72,,19,0,United Kingdom
13848,At Risk,92,8,3335.0,416.88,49.6,3,637,United Kingdom
13849,At Risk,52,5,3469.3,693.86,72.6,189,572,United Kingdom
13850,At Risk,129,1,1595.48,1595.48,,93,0,United Kingdom
13851,At Risk,96,8,4606.46,575.81,80.4,111,584,United Kingdom
13852,Hibernating,611,1,187.35,187.35,,11,0,United Kingdom
13853,New Customers,57,1,1090.14,1090.14,,23,0,United Kingdom
13854,Champions,9,39,12253.96,314.2,15.5,61,691,United Kingdom
13855,At Risk,501,4,1310.34,327.59,48.8,64,230,United Kingdom
13856,At Risk,169,11,1142.03,103.82,72.0,33,450,United Kingdom
13857,At Risk,393,6,1000.91,166.82,27.7,98,177,United Kingdom
13858,Hibernating,57,1,216.17,216.17,,11,0,United Kingdom
13859,Hibernating,326,2,515.86,257.93,,34,203,United Kingdom
13860,New Customers,1,5,1245.9,249.18,15.5,58,85,United Kingdom
13861,Hibernating,429,2,273.26,136.63,,21,101,United Kingdom
13862,Champions,18,9,2556.09,284.01,8.8,113,371,United Kingdom
13863,At Risk,248,4,1239.55,309.89,73.4,59,345,United Kingdom
13864,Hibernating,387,1,662.4,662.4,,1,0,United Kingdom
13865,New Customers,58,4,501.56,125.39,21.6,26,231,United Kingdom
13866,Hibernating,74,1,145.67,145.67,,7,0,United Kingdom
13867,New Customers,31,3,1015.29,338.43,50.5,51,186,United Kingdom
13868,New Customers,7,2,3192.54,1596.27,,32,31,United Kingdom
13869,At Risk,123,10,8111.57,811.16,30.4,502,567,United Kingdom
13870,Champions,2,15,5712.08,380.81,40.2,159,667,United Kingdom
13871,Champions,23,17,7885.85,463.87,37.1,183,696,United Kingdom
13872,At Risk,527,3,919.57,306.52,0.0,51,198,United Kingdom
13873,At Risk,120,8,1038.92,129.86,39.6,55,526,United Kingdom
13874,At Risk,358,7,2049.15,292.74,44.6,46,314,United Kingdom
13875,Champions,54,14,4814.37,343.88,22.7,159,668,United Kingdom
13876,Hibernating,64,1,122.7,122.7,,7,0,United Kingdom
13877,New Customers,86,3,449.68,149.89,82.5,23,603,United Kingdom
13878,At Risk,55,4,2473.06,618.26,219.0,93,549,United Kingdom
13879,Hibernating,646,1,395.5,395.5,,25,0,United Kingdom
13880,Champions,21,17,4391.66,258.33,22.5,148,540,United Kingdom
13881,Champions,4,43,45179.1,1050.68,15.0,182,641,United Kingdom
13882,New Customers,3,5,1191.13,238.23,4.8,54,61,United Kingdom
13883,Champions,11,14,6535.37,466.81,63.7,199,638,United Kingdom
13884,Champions,7,10,1888.48,188.85,60.1,108,462,United Kingdom
13885,Hibernating,189,2,506.8,253.4,,28,11,United Kingdom
13886,Hibernating,71,1,243.56,243.56,,16,0,United Kingdom
13887,Hibernating,204,1,349.55,349.55,,19,0,United Kingdom
13888,At Risk,120,7,2169.05,309.86,63.8,124,455,United Kingdom
13889,At Risk,93,6,1991.23,331.87,102.1,57,593,United Kingdom
13890,Champions,1,14,2927.38,209.1,78.7,100,732,United Kingdom
13891,At Risk,378,3,863.56,287.85,66.0,97,203,United Kingdom
13892,New Customers,27,6,1267.65,211.27,85.6,33,549,United Kingdom
13893,Hibernating,298,1,821.1,821.1,,21,0,United Kingdom
13894,New Customers,24,3,564.62,188.21,143.5,25,286,United Kingdom
13895,Champions,28,6,4008.52,668.09,126.2,154,708,United Kingdom
13896,Hibernating,626,1,388.55,388.55,,21,0,United Kingdom
13897,New Customers,50,3,1160.72,386.91,74.5,58,627,United Kingdom
13898,Hibernating,326,2,686.4,343.2,,43,85,United Kingdom
13899,New Customers,16,2,388.52,194.26,,19,258,United Kingdom
13900,At Risk,183,6,1610.59,268.43,44.4,80,441,United Kingdom
13901,Champions,72,15,5676.34,378.42,31.6,280,631,United Kingdom
13902,At Risk,632,5,34023.26,6804.65,12.9,57,92,Denmark
13903,Hibernating,400,1,165.45,165.45,,10,0,United Kingdom
13904,New Customers,37,2,332.64,166.32,,24,257,United Kingdom
13905,Hibernating,733,1,312.65,312.65,,12,0,United Kingdom
13906,Hibernating,409,1,42.0,42.0,,1,0,United Kingdom
13907,Hibernating,692,1,136.8,136.8,,4,0,United Kingdom
13908,At Risk,80,4,2319.55,579.89,16.9,103,196,United Kingdom
13909,Hibernating,423,2,286.6,143.3,,35,98,United Kingdom
13911,Champions,57,20,4234.99,211.75,27.5,178,590,United Kingdom
13912,Hibernating,424,1,124.95,124.95,,7,0,United Kingdom
13913,Hibernating,507,1,42.22,42.22,,3,0,United Kingdom
13914,New Customers,12,2,626.45,313.23,,28,24,United Kingdom
13915,Hibernating,394,1,70.8,70.8,,2,0,United Kingdom
13916,At Risk,464,4,1275.81,318.95,43.6,72,211,United Kingdom
13917,New Customers,50,2,272.04,136.02,,16,141,United Kingdom
13918,New Customers,50,2,1212.84,606.42,,30,203,United Kingdom
13919,At Risk,59,4,1252.68,313.17,103.3,64,481,Denmark
13920,At Risk,432,4,1774.68,443.67,21.2,81,130,United Kingdom
13921,At Risk,402,4,730.7,182.68,65.8,36,319,United Kingdom
13922,At Risk,352,3,865.2,288.4,28.0,30,115,United Kingdom
13923,New Customers,54,1,351.13,351.13,,20,0,United Kingdom
13924,New Customers,2,6,1838.85,306.47,7.8,90,70,United Kingdom
13925,At Risk,93,4,678.25,169.56,11.9,28,42,United Kingdom
13926,New Customers,23,1,223.85,223.85,,11,0,United Kingdom
13927,New Customers,75,2,708.26,354.13,,37,362,United Kingdom
13928,New Customers,11,4,464.57,116.14,24.2,23,122,United Kingdom
13929,At Risk,169,11,3494.1,317.65,44.2,38,525,United Kingdom
13930,New Customers,58,2,337.34,168.67,,15,78,United Kingdom
13931,At Risk,96,11,5257.38,477.94,67.8,205,640,United Kingdom
13932,Hibernating,295,1,307.4,307.4,,16,0,United Kingdom
13933,Hibernating,109,2,608.79,304.4,,23,39,United Kingdom
13934,Hibernating,264,1,922.1,922.1,,31,0,United Kingdom
13935,At Risk,597,3,6116.92,2038.97,8.0,67,55,United Kingdom
13936,At Risk,180,3,939.66,313.22,85.5,56,234,United Kingdom
13937,At Risk,169,2,880.13,440.06,,54,233,United Kingdom
13938,Hibernating,35,1,71.66,71.66,,7,0,United Kingdom
13939,New Customers,23,7,1560.96,222.99,57.2,91,589,United Kingdom
13940,New Customers,17,4,839.14,209.78,10.3,39,126,United Kingdom
13941,Champions,22,15,11122.3,741.49,40.9,42,701,United Kingdom
13942,Hibernating,535,1,320.0,320.0,,1,0,United Kingdom
13943,Hibernating,578,1,246.54,246.54,,15,0,United Kingdom
13944,Hibernating,653,1,200.43,200.43,,35,0,United Kingdom
13945,Hibernating,395,2,854.15,427.08,,49,85,United Kingdom
13946,At Risk,79,6,1876.23,312.7,66.1,49,656,United Kingdom
13947,Hibernating,65,1,90.6,90.6,,5,0,United Kingdom
13948,At Risk,361,4,548.76,137.19,80.5,23,374,United Kingdom
13949,Champions,3,6,2427.32,404.55,4.6,124,91,United Kingdom
13950,New Customers,11,4,745.06,186.26,68.5,33,235,United Kingdom
13951,At Risk,176,3,674.45,224.82,1.0,38,118,United Kingdom
13952,Champions,218,14,12823.52,915.97,37.5,237,505,United Kingdom
13953,Champions,7,12,6640.68,553.39,17.5,8,721,United Kingdom
13954,New Customers,2,2,439.92,219.96,,24,69,United Kingdom
13955,At Risk,154,3,545.17,181.72,40.5,82,220,United Kingdom
13956,New Customers,5,5,1026.42,205.28,29.9,123,266,United Kingdom
13957,Hibernating,418,3,458.25,152.75,34.5,21,240,United Kingdom
13958,At Risk,380,8,4709.23,588.65,49.0,172,354,United Kingdom
13959,At Risk,79,6,1076.18,179.36,62.6,120,431,United Kingdom
13960,New Customers,21,2,230.22,115.11,,11,50,United Kingdom
13961,Hibernating,392,1,538.4,538.4,,19,0,United Kingdom
13962,New Customers,22,3,362.8,120.93,17.0,23,413,United Kingdom
13963,At Risk,308,17,3011.87,177.17,8.4,129,288,United Kingdom
13964,Hibernating,387,2,438.9,219.45,,22,43,United Kingdom
13965,At Risk,477,3,996.61,332.2,79.5,23,226,United Kingdom
13966,Hibernating,435,1,390.86,390.86,,21,0,United Kingdom
13967,Hibernating,146,2,166.3,83.15,,4,250,United Kingdom
13968,Hibernating,423,1,123.66,123.66,,8,0,United Kingdom
13969,Champions,7,35,13365.87,381.88,14.2,472,617,United Kingdom
13970,Hibernating,386,2,846.55,423.28,,10,51,United Kingdom
13971,Champions,19,14,4667.57,333.4,32.1,184,664,United Kingdom
13972,Hibernating,71,2,190.25,95.12,,15,131,United Kingdom
13973,Hibernating,287,1,264.7,264.7,,11,0,United Kingdom
13974,New Customers,49,2,677.72,338.86,,43,532,United Kingdom
13975,Champions,31,12,5358.84,446.57,44.7,434,644,United Kingdom
13976,At Risk,207,4,1192.36,298.09,103.3,49,461,United Kingdom
13977,Hibernating,411,1,519.81,519.81,,13,0,United Kingdom
13978,New Customers,15,2,196.79,98.4,,14,30,United Kingdom
13979,At Risk,73,7,3409.93,487.13,111.9,355,663,United Kingdom
13980,At Risk,60,5,799.92,159.98,133.7,57,595,United Kingdom
13981,Hibernating,416,1,331.14,331.14,,22,0,United Kingdom
13982,Champions,39,9,4445.59,493.95,49.4,123,649,United Kingdom
13983,Champions,30,21,7108.45,338.5,24.2,238,700,United Kingdom
13984,Champions,27,12,2048.6,170.72,45.6,53,706,United Kingdom
13985,Champions,4,22,10020.86,455.49,34.8,149,664,United Kingdom
13986,New Customers,17,1,320.46,320.46,,12,0,United Kingdom
13987,Hibernating,380,2,682.54,341.27,,46,21,United Kingdom
13988,Champions,20,8,4757.8,594.72,72.3,218,605,United Kingdom
13989,At Risk,66,5,2026.06,405.21,79.4,61,497,United Kingdom
13990,Hibernating,213,1,311.3,311.3,,16,0,United Kingdom
13991,New Customers,12,6,854.97,142.49,24.6,57,131,United Kingdom
13992,New Customers,30,3,219.5,73.17,133.5,10,432,United Kingdom
13993,Champions,43,19,6775.71,356.62,18.6,110,693,United Kingdom
13994,Champions,4,6,2313.14,385.52,11.0,122,144,United Kingdom
13995,Champions,15,14,3902.01,278.71,31.2,146,706,United Kingdom
13996,Hibernating,386,2,845.76,422.88,,28,13,United Kingdom
13997,Hibernating,519,3,382.31,127.44,15.5,36,31,United Kingdom
13998,Hibernating,447,3,566.7,188.9,0.0,30,129,United Kingdom
13999,Champions,10,29,9502.26,327.66,12.7,174,724,United Kingdom
14000,At Risk,211,5,2046.34,409.27,46.1,28,526,United Kingdom
14001,Champions,46,9,4530.09,503.34,63.9,60,447,United Kingdom
14002,Hibernating,134,2,529.73,264.86,,47,22,United Kingdom
14003,Hibernating,733,1,209.41,209.41,,16,0,United Kingdom
14004,Champions,43,11,6258.45,568.95,38.5,127,392,United Kingdom
14005,New Customers,10,5,2874.72,574.94,10.9,53,206,United Kingdom
14006,At Risk,116,7,2196.67,313.81,64.5,55,536,United Kingdom
14007,Hibernating,513,1,79.48,79.48,,5,0,United Kingdom
14008,Hibernating,432,1,509.04,509.04,,32,0,United Kingdom
14009,At Risk,198,3,1099.91,366.64,125.0,71,264,United Kingdom
14010,Hibernating,565,2,445.15,222.58,,20,0,United Kingdom
14011,Hibernating,480,2,457.82,228.91,,32,127,United Kingdom
14012,Hibernating,278,1,328.8,328.8,,11,0,United Kingdom
14013,At Risk,110,5,1084.57,216.91,74.8,56,513,United Kingdom
14014,At Risk,77,3,1948.21,649.4,49.5,76,499,United Kingdom
14015,New Customers,53,1,917.34,917.34,,20,0,United Kingdom
14016,At Risk,162,11,11303.41,1027.58,22.1,353,538,EIRE
14017,Hibernating,571,1,229.75,229.75,,14,0,United Kingdom
14018,Hibernating,645,1,367.15,367.15,,13,0,United Kingdom
14019,New Customers,47,3,1421.61,473.87,6.0,37,91,United Kingdom
14020,New Customers,17,4,1249.01,312.25,153.6,63,512,United Kingdom
14021,At Risk,155,7,1716.58,245.23,32.5,84,437,United Kingdom
14022,Hibernating,225,2,792.15,396.08,,45,261,United Kingdom
14023,New Customers,7,2,584.07,292.03,,30,242,United Kingdom
14024,At Risk,122,3,645.74,215.25,131.5,33,269,United Kingdom
14025,At Risk,465,8,4057.9,507.24,11.9,60,119,United Kingdom
14026,Hibernating,471,2,713.11,356.56,,43,154,United Kingdom
14027,Hibernating,61,1,104.82,104.82,,6,0,United Kingdom
14028,At Risk,550,3,10396.5,3465.5,0.0,3,0,United Kingdom
14029,New Customers,63,2,467.66,233.83,,15,80,United Kingdom
14030,Champions,18,20,8262.29,413.11,42.2,591,710,United Kingdom
14031,Champions,7,44,40999.17,931.8,12.5,280,729,United Kingdom
14032,Champions,2,16,4850.27,303.14,51.9,79,723,United Kingdom
14033,Hibernating,555,1,109.44,109.44,,1,0,United Kingdom
14034,New Customers,22,3,651.82,217.27,67.5,82,135,United Kingdom
14035,Champions,29,9,2856.72,317.41,47.4,70,583,United Kingdom
14036,Hibernating,285,1,626.65,626.65,,38,0,United Kingdom
14037,At Risk,176,6,836.95,139.49,60.0,96,556,United Kingdom
14038,At Risk,78,5,3069.88,613.98,89.6,99,595,United Kingdom
14039,New Customers,33,2,267.28,133.64,,10,542,United Kingdom
14040,Champions,41,35,12645.57,361.3,15.4,335,698,United Kingdom
14041,Hibernating,266,1,141.41,141.41,,21,0,United Kingdom
14042,Hibernating,725,1,431.98,431.98,,21,0,United Kingdom
14043,Hibernating,491,2,304.25,152.12,,37,238,United Kingdom
14044,Champions,27,10,3119.35,311.94,44.4,532,657,United Kingdom
14045,Champions,109,16,11313.03,707.06,54.3,16,591,United Kingdom
14046,Hibernating,284,1,151.59,151.59,,13,0,United Kingdom
14047,Champions,9,14,4255.03,303.93,44.1,91,668,United Kingdom
14048,At Risk,305,3,748.69,249.56,38.5,126,77,United Kingdom
14049,Champions,17,13,13239.03,1018.39,42.2,573,600,United Kingdom
14050,New Customers,32,2,746.36,373.18,,49,74,United Kingdom
14051,Champions,1,37,22434.0,606.32,18.0,82,735,United Kingdom
14052,New Customers,20,2,480.81,240.4,,115,371,United Kingdom
14053,At Risk,124,4,572.3,143.07,85.8,3,362,United Kingdom
14054,Hibernating,65,1,92.46,92.46,,6,0,United Kingdom
14055,At Risk,106,3,1520.96,506.99,162.5,33,616,United Kingdom
14056,Champions,1,23,8214.65,357.16,6.3,320,282,United Kingdom
14057,Champions,24,22,8408.84,382.22,33.6,244,712,United Kingdom
14058,Hibernating,463,2,469.19,234.6,,23,67,United Kingdom
14059,Hibernating,267,1,183.6,183.6,,8,0,United Kingdom
14060,Champions,5,30,9519.08,317.3,15.2,100,634,United Kingdom
14061,At Risk,507,3,917.43,305.81,101.5,17,230,United Kingdom
14062,Champions,10,24,25604.2,1066.84,24.6,141,719,United Kingdom
14063,At Risk,687,7,9471.5,1353.07,4.7,29,44,United Kingdom
14064,Champions,29,15,3332.42,222.16,40.9,131,657,United Kingdom
14065,At Risk,389,3,891.02,297.01,0.0,42,42,United Kingdom
14066,Hibernating,267,1,152.55,152.55,,7,0,United Kingdom
14067,New Customers,64,2,374.7,187.35,,51,32,United Kingdom
14068,At Risk,320,4,1528.37,382.09,116.2,93,357,United Kingdom
14069,Hibernating,515,2,230.06,115.03,,37,46,United Kingdom
14070,Hibernating,685,1,326.55,326.55,,40,0,United Kingdom
14071,Champions,4,8,1424.0,178.0,71.9,270,261,United Kingdom
14072,Hibernating,667,1,390.85,390.85,,19,0,United Kingdom
14073,New Customers,32,1,151.04,151.04,,13,0,United Kingdom
14074,Hibernating,623,1,219.4,219.4,,6,0,United Kingdom
14075,New Customers,5,5,1724.87,344.97,85.4,58,465,United Kingdom
14076,Hibernating,129,1,122.47,122.47,,43,0,United Kingdom
14077,New Customers,41,6,615.08,102.51,34.5,43,354,United Kingdom
14078,At Risk,102,9,1690.98,187.89,30.6,106,519,United Kingdom
14079,Hibernating,125,1,375.1,375.1,,12,0,United Kingdom
14080,New Customers,33,5,1115.68,223.14,139.3,74,704,United Kingdom
14081,At Risk,302,10,5370.1,537.01,55.4,465,426,United Kingdom
14082,Hibernating,365,2,413.36,206.68,,48,27,United Kingdom
14083,Champions,4,11,1407.26,127.93,65.7,169,717,United Kingdom
14084,Hibernating,512,1,150.5,150.5,,7,0,United Kingdom
14085,Champions,2,32,10089.97,315.31,23.4,478,729,United Kingdom
14086,Hibernating,463,1,39.95,39.95,,1,0,United Kingdom
14087,New Customers,3,3,846.22,282.07,35.5,175,732,United Kingdom
14088,Champions,10,16,64036.8,4002.3,37.2,436,410,United Kingdom
14089,Hibernating,57,1,161.0,161.0,,13,0,United Kingdom
14090,Hibernating,325,1,76.32,76.32,,1,0,United Kingdom
14091,At Risk,654,2,9530.08,4765.04,,13,44,United Kingdom
14092,Champions,8,24,7229.45,301.23,16.4,169,715,United Kingdom
14093,New Customers,12,1,442.85,442.85,,95,0,United Kingdom
14094,Hibernating,440,1,335.22,335.22,,41,0,United Kingdom
14095,Hibernating,723,1,2.95,2.95,,1,0,United Kingdom
14096,Champions,4,17,53258.43,3132.85,2.1,1118,97,United Kingdom
14097,Hibernating,481,2,422.86,211.43,,39,164,United Kingdom
14098,New Customers,37,1,147.35,147.35,,21,0,United Kingdom
14099,Champions,16,20,5765.71,288.29,17.3,273,713,United Kingdom
14100,Hibernating,138,1,194.9,194.9,,24,0,United Kingdom
14101,Champions,74,13,9961.93,766.3,17.8,19,547,United Kingdom
14102,New Customers,5,5,1360.28,272.06,3.6,35,39,United Kingdom
14104,At Risk,155,5,768.58,153.72,92.9,116,405,United Kingdom
14105,At Risk,239,5,5988.83,1197.77,57.0,200,482,United Kingdom
14106,Hibernating,737,1,214.8,214.8,,1,0,United Kingdom
14107,Champions,52,11,4877.3,443.39,32.0,102,678,United Kingdom
14108,New Customers,31,4,1044.96,261.24,279.8,49,707,United Kingdom
14109,Hibernating,73,1,144.2,144.2,,9,0,United Kingdom
14110,Champions,4,33,12987.95,393.57,28.9,177,735,United Kingdom
14111,New Customers,14,4,692.85,173.21,50.8,10,227,United Kingdom
14112,Champions,23,13,5834.59,448.81,51.2,199,631,United Kingdom
14113,Champions,4,16,7092.61,443.29,67.3,76,728,United Kingdom
14114,At Risk,274,7,1364.09,194.87,26.9,72,332,United Kingdom
14115,Hibernating,502,2,622.67,311.34,,22,165,United Kingdom
14116,New Customers,20,5,1382.74,276.55,8.0,61,101,United Kingdom
