CustomerID,Segment,Country,Recency,Frequency,Monetary,AvgOrderValue,InterPurchaseStd,ProductDiversity,TenureDays,Z_Recency,Z_Frequency,Z_Monetary,DistToCentroid,DistToRival,NearestRival,BoundaryMargin,Silhouette,Cohesion,IsBorderline
12899,Hibernating,United Kingdom,414,1,366.4,366.4,,17,0,1.014,-1.057,-0.666,0.336,1.848,At Risk,0.154,0.623,Core,0
12900,Hibernating,United Kingdom,422,1,340.33,340.33,,13,0,1.026,-1.057,-0.72,0.307,1.884,At Risk,0.14,0.635,Core,0
12901,Champions,United Kingdom,9,28,17654.54,630.52,8.1,30,261,-1.377,2.254,2.134,1.084,3.142,At Risk,0.257,0.525,Core,0
12902,Hibernating,United Kingdom,265,1,138.68,138.68,,10,0,0.728,-1.057,-1.366,0.524,2.106,New Customers,0.199,0.615,Core,0
12903,Hibernating,United Kingdom,429,1,833.53,833.53,,41,0,1.037,-1.057,-0.073,0.867,1.578,At Risk,0.355,0.384,Settled,0
12904,New Customers,United Kingdom,18,2,509.58,254.79,,59,154,-0.965,-0.555,-0.428,0.32,1.816,At Risk,0.15,0.532,Core,0
12905,Hibernating,United Kingdom,577,2,1018.42,509.21,,52,105,1.227,-0.555,0.072,1.079,1.243,At Risk,0.465,0.131,Borderline,1
12906,New Customers,United Kingdom,12,5,2919.81,583.96,29.0,55,66,-1.209,0.303,0.833,1.278,1.344,Champions,0.487,0.073,Borderline,1
12907,Hibernating,United Kingdom,396,2,508.91,254.46,,23,98,0.985,-0.555,-0.429,0.574,1.347,At Risk,0.299,0.43,Settled,0
12908,At Risk,United Kingdom,176,5,1776.0,355.2,26.7,1,453,0.467,0.303,0.473,0.087,1.649,New Customers,0.05,0.562,Core,0
12909,At Risk,United Kingdom,40,8,3103.19,387.9,54.7,120,614,-0.472,0.805,0.877,1.098,1.098,Champions,0.5,0.072,Borderline,1
12910,Champions,United Kingdom,23,13,5796.52,445.89,44.0,75,598,-0.815,1.352,1.328,0.37,1.839,At Risk,0.167,0.451,Settled,0
12911,Hibernating,United Kingdom,552,1,1680.47,1680.47,,220,0,1.198,-1.057,0.433,1.388,1.571,At Risk,0.469,0.125,Borderline,1
12912,New Customers,United Kingdom,3,5,1662.3,332.46,4.5,17,37,-1.966,0.303,0.426,1.407,1.757,Champions,0.445,0.19,Borderline,1
12913,Champions,United Kingdom,5,13,6700.86,515.45,75.3,52,733,-1.705,1.352,1.433,0.607,2.496,New Customers,0.196,0.531,Core,0
12914,Hibernating,United Kingdom,401,1,223.98,223.98,,9,0,0.993,-1.057,-1.021,0.256,2.072,At Risk,0.11,0.67,Core,0
12915,At Risk,United Kingdom,149,4,1174.75,293.69,54.9,46,440,0.361,0.077,0.175,0.337,1.372,New Customers,0.197,0.47,Settled,0
12916,At Risk,United Kingdom,139,7,4654.02,664.86,39.6,82,545,0.316,0.659,1.17,0.827,1.706,Champions,0.326,0.416,Settled,0
12917,At Risk,United Kingdom,128,6,4359.2,726.53,90.1,45,602,0.264,0.494,1.122,0.729,1.76,Champions,0.293,0.46,Settled,0
12919,New Customers,United Kingdom,8,6,1335.19,222.53,27.7,34,161,-1.445,0.494,0.267,1.1,1.541,Champions,0.417,0.241,Borderline,1
12920,New Customers,United Kingdom,17,4,488.09,122.02,233.5,59,707,-1.0,0.077,-0.459,0.454,1.667,At Risk,0.214,0.464,Settled,0
12921,Champions,United Kingdom,9,74,35921.04,485.42,12.1,322,729,-1.377,3.43,2.647,2.303,4.229,At Risk,0.353,0.415,Settled,0
12922,Hibernating,United Kingdom,161,1,405.38,405.38,,28,0,0.41,-1.057,-0.593,0.593,1.54,New Customers,0.278,0.465,Settled,0
12923,New Customers,United Kingdom,64,3,788.62,262.87,70.5,53,511,-0.176,-0.199,-0.113,0.732,0.927,At Risk,0.441,0.096,Borderline,1
12924,At Risk,United Kingdom,88,12,2461.45,205.12,36.8,55,642,0.026,1.26,0.709,1.073,1.356,Champions,0.442,0.211,Borderline,1
12925,New Customers,United Kingdom,5,3,729.33,243.11,224.0,46,588,-1.705,-0.199,-0.17,0.828,2.235,At Risk,0.27,0.498,Settled,0
12926,At Risk,United Kingdom,411,4,1548.08,387.02,79.8,201,314,1.009,0.077,0.374,0.657,1.59,Hibernating,0.292,0.422,Settled,0
12927,Hibernating,United Kingdom,395,1,197.31,197.31,,11,0,0.984,-1.057,-1.112,0.306,2.135,At Risk,0.125,0.671,Core,0
12928,Champions,United Kingdom,35,12,4304.89,358.74,40.5,94,514,-0.555,1.26,1.113,0.686,1.516,At Risk,0.312,0.296,Settled,0
12929,Hibernating,United Kingdom,312,1,117.85,117.85,,8,0,0.833,-1.057,-1.482,0.613,2.249,New Customers,0.214,0.619,Core,0
12930,New Customers,United Kingdom,78,2,415.8,207.9,,20,93,-0.051,-0.555,-0.575,0.934,1.031,Hibernating,0.475,0.027,Borderline,1
12931,Champions,United Kingdom,22,57,92347.34,1620.13,16.5,37,717,-0.843,3.112,3.33,2.541,4.227,At Risk,0.375,0.361,Settled,0
12932,At Risk,United Kingdom,539,8,1698.56,212.32,16.0,69,128,1.183,0.805,0.441,0.945,2.163,Hibernating,0.304,0.462,Settled,0
12933,Champions,United Kingdom,24,8,1687.03,210.88,86.9,227,704,-0.789,0.805,0.436,1.226,1.287,At Risk,0.488,-0.019,Borderline,1
12934,Hibernating,United Kingdom,737,1,181.65,181.65,,2,0,1.383,-1.057,-1.172,0.606,2.319,At Risk,0.207,0.636,Core,0
12935,Champions,United Kingdom,2,15,4243.86,282.92,32.1,113,605,-2.15,1.517,1.103,1.048,2.594,New Customers,0.288,0.455,Settled,0
12936,New Customers,United Kingdom,17,4,1063.9,265.98,26.0,56,61,-1.0,0.077,0.103,0.529,1.445,At Risk,0.268,0.401,Settled,0
12937,Champions,United Kingdom,15,9,3097.61,344.18,63.2,128,720,-1.076,0.935,0.875,0.773,1.662,At Risk,0.318,0.337,Settled,0
12938,New Customers,United Kingdom,26,1,114.14,114.14,,9,0,-0.74,-1.057,-1.505,1.476,1.737,Hibernating,0.459,0.119,Borderline,1
12939,Champions,United Kingdom,64,20,25264.8,1263.24,31.7,24,632,-0.176,1.854,2.393,1.446,2.57,At Risk,0.36,0.325,Settled,0
12940,New Customers,United Kingdom,55,2,913.54,456.77,,87,33,-0.272,-0.555,-0.007,0.706,1.161,At Risk,0.378,0.232,Borderline,1
12941,Hibernating,United Kingdom,724,1,377.49,377.49,,27,0,1.372,-1.057,-0.645,0.591,1.985,At Risk,0.229,0.585,Core,0
12942,At Risk,United Kingdom,131,3,942.65,314.22,51.0,68,234,0.279,-0.199,0.016,0.653,1.2,New Customers,0.352,0.312,Settled,0
12943,Hibernating,United Kingdom,558,2,496.5,248.25,,22,47,1.205,-0.555,-0.447,0.639,1.468,At Risk,0.303,0.441,Settled,0
12944,New Customers,United Kingdom,36,2,604.51,302.26,,29,319,-0.538,-0.555,-0.305,0.434,1.457,At Risk,0.23,0.433,Settled,0
12945,Hibernating,United Kingdom,288,2,900.11,450.06,,47,367,0.782,-0.555,-0.018,0.941,1.035,At Risk,0.476,0.101,Borderline,1
12946,Hibernating,United Kingdom,437,1,324.45,324.45,,20,0,1.049,-1.057,-0.754,0.3,1.913,At Risk,0.135,0.642,Core,0
12947,At Risk,United Kingdom,144,6,1908.03,318.01,32.6,83,229,0.339,0.494,0.525,0.229,1.654,New Customers,0.122,0.549,Core,0
12948,Champions,United Kingdom,16,9,2317.43,257.49,145.5,89,721,-1.037,0.935,0.666,0.922,1.546,New Customers,0.374,0.255,Settled,0
12949,Champions,United Kingdom,31,22,15526.7,705.76,36.7,347,705,-0.631,1.967,2.041,0.951,2.537,At Risk,0.273,0.453,Settled,0
12950,New Customers,United Kingdom,2,3,1843.0,614.33,5.0,13,21,-2.15,-0.199,0.5,1.469,2.188,Champions,0.402,0.295,Settled,0
12951,Champions,United Kingdom,9,15,3213.72,214.25,36.3,110,689,-1.377,1.517,0.902,0.516,2.203,At Risk,0.19,0.503,Core,0
12952,New Customers,United Kingdom,6,4,1387.79,346.95,17.2,64,72,-1.606,0.077,0.295,0.976,1.867,Champions,0.343,0.388,Settled,0
12953,New Customers,United Kingdom,10,2,828.81,414.4,,45,512,-1.316,-0.555,-0.077,0.523,1.972,At Risk,0.21,0.517,Core,0
12954,Hibernating,United Kingdom,639,1,162.45,162.45,,10,0,1.292,-1.057,-1.252,0.576,2.339,At Risk,0.198,0.648,Core,0
12955,Champions,United Kingdom,1,11,4757.16,432.47,15.2,81,266,-2.41,1.161,1.185,1.343,2.552,New Customers,0.345,0.367,Settled,0
12956,At Risk,United Kingdom,306,4,521.89,130.47,169.5,42,417,0.82,0.077,-0.411,0.972,1.061,Hibernating,0.478,0.044,Borderline,1
12957,Champions,United Kingdom,10,13,8706.97,669.77,55.2,402,718,-1.316,1.352,1.622,0.373,2.335,At Risk,0.138,0.532,Core,0
12958,Hibernating,United Kingdom,400,2,539.49,269.74,,45,182,0.992,-0.555,-0.387,0.611,1.323,At Risk,0.316,0.408,Settled,0
12959,Hibernating,United Kingdom,484,1,150.95,150.95,,8,0,1.114,-1.057,-1.305,0.506,2.315,At Risk,0.179,0.661,Core,0
12960,At Risk,United Kingdom,414,4,1322.07,330.52,9.8,49,247,1.014,0.077,0.26,0.681,1.501,Hibernating,0.312,0.389,Settled,0
12961,Hibernating,United Kingdom,379,1,211.99,211.99,,37,0,0.957,-1.057,-1.061,0.264,2.09,At Risk,0.112,0.67,Core,0
12962,New Customers,United Kingdom,7,2,266.39,133.2,,15,106,-1.521,-0.555,-0.896,0.942,2.417,Hibernating,0.28,0.495,Settled,0
12963,Champions,United Kingdom,8,12,3601.59,300.13,77.0,129,510,-1.445,1.26,0.984,0.559,2.067,New Customers,0.213,0.479,Settled,0
12964,Hibernating,United Kingdom,437,1,132.24,132.24,,26,0,1.049,-1.057,-1.4,0.561,2.368,At Risk,0.191,0.654,Core,0
12965,Hibernating,United Kingdom,89,1,771.91,771.91,,108,0,0.033,-1.057,-0.129,1.162,1.194,New Customers,0.493,0.053,Borderline,1
12966,New Customers,United Kingdom,10,1,160.18,160.18,,10,0,-1.316,-1.057,-1.262,1.336,2.231,Hibernating,0.375,0.338,Settled,0
12967,At Risk,United Kingdom,358,3,4306.92,1435.64,0.5,47,25,0.921,-0.199,1.114,0.991,2.123,Hibernating,0.318,0.425,Settled,0
12968,Hibernating,United Kingdom,112,1,135.95,135.95,,5,0,0.179,-1.057,-1.38,0.868,1.73,New Customers,0.334,0.407,Settled,0
12969,Hibernating,United Kingdom,603,1,122.45,122.45,,5,0,1.255,-1.057,-1.455,0.697,2.476,At Risk,0.22,0.636,Core,0
12970,Champions,United Kingdom,7,10,1523.91,152.39,134.8,279,728,-1.521,1.053,0.363,1.171,1.617,New Customers,0.42,0.164,Borderline,1
12971,Champions,United Kingdom,4,116,15972.79,137.7,7.9,102,720,-1.822,3.981,2.061,2.634,4.601,At Risk,0.364,0.395,Settled,0
12972,At Risk,United Kingdom,414,4,1161.2,290.3,64.5,69,247,1.014,0.077,0.166,0.711,1.429,Hibernating,0.332,0.356,Settled,0
12973,Hibernating,United Kingdom,414,1,385.55,385.55,,6,0,1.014,-1.057,-0.63,0.363,1.826,At Risk,0.166,0.614,Core,0
12974,Hibernating,United Kingdom,198,2,408.95,204.48,,27,367,0.542,-0.555,-0.587,0.553,1.334,At Risk,0.293,0.415,Settled,0
12975,At Risk,United Kingdom,437,6,2100.09,350.02,81.5,92,296,1.049,0.494,0.594,0.707,2.027,Hibernating,0.259,0.507,Core,0
12976,At Risk,United Kingdom,212,8,3156.38,394.55,54.3,106,453,0.586,0.805,0.889,0.714,1.927,Champions,0.271,0.504,Core,0
12977,At Risk,United Kingdom,156,4,517.63,129.41,160.3,54,355,0.39,0.077,-0.417,0.877,1.164,Hibernating,0.43,0.155,Borderline,1
12978,At Risk,United Kingdom,385,5,2502.82,500.56,100.9,126,344,0.967,0.303,0.721,0.644,2.0,Hibernating,0.244,0.517,Core,0
12979,Hibernating,United Arab Emirates,729,1,517.7,517.7,,56,0,1.376,-1.057,-0.417,0.723,1.874,At Risk,0.279,0.519,Core,0
12980,Champions,United Kingdom,158,21,16245.78,773.61,14.9,7,579,0.398,1.912,2.073,1.732,2.306,At Risk,0.429,0.166,Borderline,1
12981,New Customers,United Kingdom,30,2,372.22,186.11,,12,103,-0.651,-0.555,-0.655,0.536,1.578,Hibernating,0.254,0.431,Settled,0
12982,At Risk,United Kingdom,243,8,2744.81,343.1,47.8,139,363,0.673,0.805,0.788,0.686,2.031,Champions,0.252,0.533,Core,0
12983,Hibernating,United Kingdom,598,1,490.08,490.08,,30,0,1.249,-1.057,-0.457,0.613,1.829,At Risk,0.251,0.548,Core,0
12984,New Customers,United Kingdom,19,1,97.5,97.5,,4,0,-0.933,-1.057,-1.618,1.567,1.956,Hibernating,0.445,0.164,Borderline,1
12985,New Customers,United Kingdom,1,2,1239.38,619.69,,73,27,-2.41,-0.555,0.213,1.609,2.706,Champions,0.373,0.367,Settled,0
12986,At Risk,United Kingdom,429,10,2729.84,272.98,28.6,61,259,1.037,1.053,0.784,1.06,2.296,Champions,0.316,0.473,Settled,0
12987,At Risk,United Kingdom,74,5,1312.21,262.44,56.4,61,615,-0.084,0.303,0.255,0.508,1.125,New Customers,0.311,0.332,Settled,0
12988,Hibernating,United Kingdom,292,1,535.32,535.32,,75,0,0.79,-1.057,-0.393,0.553,1.63,At Risk,0.253,0.514,Core,0
12989,Champions,United Kingdom,3,33,13551.75,410.66,18.3,50,726,-1.966,2.45,1.942,1.367,3.535,At Risk,0.279,0.523,Core,0
12990,New Customers,United Kingdom,31,7,955.5,136.5,41.4,9,588,-0.631,0.659,0.025,1.034,1.16,At Risk,0.471,0.049,Borderline,1
12991,New Customers,United Kingdom,23,3,764.82,254.94,94.0,45,366,-0.815,-0.199,-0.135,0.169,1.421,At Risk,0.106,0.462,Settled,0
12992,Hibernating,United Kingdom,725,1,93.35,93.35,,6,0,1.373,-1.057,-1.649,0.917,2.668,At Risk,0.256,0.6,Core,0
12993,New Customers,United Kingdom,23,8,1259.63,157.45,59.1,57,636,-0.815,0.805,0.225,1.208,1.328,At Risk,0.476,0.049,Borderline,1
12994,New Customers,United Kingdom,4,3,974.42,324.81,16.0,52,264,-1.822,-0.199,0.04,0.982,2.286,Champions,0.3,0.47,Settled,0
12995,Hibernating,United Kingdom,85,1,211.32,211.32,,3,0,0.004,-1.057,-1.063,0.909,1.425,New Customers,0.39,0.284,Settled,0
12996,Hibernating,United Kingdom,376,1,355.5,355.5,,22,0,0.952,-1.057,-0.688,0.3,1.841,At Risk,0.14,0.626,Core,0
12997,Champions,United Kingdom,22,8,2110.91,263.86,33.9,65,590,-0.843,0.805,0.598,1.094,1.347,At Risk,0.448,0.083,Borderline,1
12998,At Risk,United Kingdom,493,3,920.08,306.69,37.5,58,160,1.126,-0.199,-0.002,0.984,1.146,Hibernating,0.462,0.081,Borderline,1
12999,Hibernating,United Kingdom,196,3,455.88,151.96,15.5,25,49,0.536,-0.199,-0.509,0.843,1.072,At Risk,0.44,0.157,Borderline,1
13000,At Risk,United Kingdom,107,4,1032.5,258.12,111.1,57,618,0.15,0.077,0.081,0.477,1.153,New Customers,0.293,0.355,Settled,0
13001,Champions,United Kingdom,4,33,24172.1,732.49,24.5,300,731,-1.822,2.45,2.361,1.522,3.644,At Risk,0.295,0.503,Core,0
13002,Hibernating,United Kingdom,318,3,414.13,138.04,40.0,19,116,0.845,-0.199,-0.578,0.739,1.212,At Risk,0.379,0.284,Settled,0
13003,Hibernating,United Kingdom,106,3,149.05,49.68,8.5,4,109,0.144,-0.199,-1.314,1.07,1.49,New Customers,0.418,0.232,Borderline,1
13004,Champions,United Kingdom,12,36,11650.85,323.63,10.4,417,713,-1.209,2.555,1.833,1.126,3.106,At Risk,0.266,0.511,Core,0
13005,At Risk,United Kingdom,174,4,999.68,249.92,66.7,41,283,0.46,0.077,0.058,0.437,1.407,Hibernating,0.237,0.437,Settled,0
13006,Hibernating,United Kingdom,56,1,81.57,81.57,,4,0,-0.26,-1.057,-1.746,1.429,1.793,New Customers,0.444,0.182,Borderline,1
13007,Hibernating,United Kingdom,580,1,175.25,175.25,,11,0,1.23,-1.057,-1.197,0.499,2.276,At Risk,0.18,0.658,Core,0
13008,Hibernating,United Kingdom,323,3,612.13,204.04,126.0,31,399,0.855,-0.199,-0.296,0.899,0.994,At Risk,0.475,0.086,Borderline,1
13009,Hibernating,United Kingdom,673,1,234.0,234.0,,4,0,1.325,-1.057,-0.989,0.496,2.171,At Risk,0.186,0.642,Core,0
13010,Hibernating,United Kingdom,374,2,330.12,165.06,,10,274,0.949,-0.555,-0.742,0.354,1.552,At Risk,0.186,0.545,Core,0
13011,Hibernating,United Kingdom,372,1,101.1,101.1,,3,0,0.945,-1.057,-1.592,0.72,2.397,New Customers,0.231,0.616,Core,0
13012,Champions,United Kingdom,9,11,2972.83,270.26,39.4,95,582,-1.377,1.161,0.846,0.68,1.892,New Customers,0.264,0.419,Settled,0
13013,Champions,United Kingdom,1,29,12625.77,435.37,26.8,289,724,-2.41,2.296,1.891,1.578,3.694,New Customers,0.299,0.499,Settled,0
13014,Champions,United Kingdom,11,11,5381.08,489.19,40.1,140,422,-1.26,1.161,1.275,0.407,2.047,At Risk,0.166,0.494,Settled,0
13015,Champions,United Kingdom,53,11,6586.42,598.77,63.5,260,549,-0.295,1.161,1.421,0.922,1.484,At Risk,0.383,0.189,Borderline,1
13016,New Customers,United Kingdom,73,3,789.89,263.3,25.0,39,49,-0.093,-0.199,-0.112,0.813,0.878,At Risk,0.481,0.018,Borderline,1
13017,New Customers,United Kingdom,7,1,204.0,204.0,,1,0,-1.521,-1.057,-1.088,1.295,2.413,Hibernating,0.349,0.393,Settled,0
13018,Champions,United Kingdom,16,35,9763.16,278.95,30.6,401,632,-1.037,2.521,1.705,1.047,2.938,At Risk,0.263,0.5,Core,0
13019,At Risk,United Kingdom,379,6,1229.95,204.99,57.9,46,353,0.957,0.494,0.208,0.643,1.754,Hibernating,0.268,0.469,Settled,0
13020,Hibernating,United Kingdom,563,2,618.96,309.48,,38,97,1.211,-0.555,-0.288,0.764,1.381,At Risk,0.356,0.361,Settled,0
13021,Champions,United Kingdom,4,17,4887.24,287.48,34.1,166,730,-1.822,1.663,1.205,0.716,2.617,New Customers,0.215,0.53,Core,0
13022,Hibernating,Belgium,430,1,50.3,50.3,,4,0,1.038,-1.057,-2.09,1.214,2.772,New Customers,0.305,0.528,Core,0
13023,At Risk,United Kingdom,64,3,1251.03,417.01,167.0,68,464,-0.176,-0.199,0.22,0.779,0.856,New Customers,0.476,0.067,Borderline,1
13024,Hibernating,United Kingdom,471,2,555.87,277.94,,26,111,1.097,-0.555,-0.366,0.656,1.361,At Risk,0.325,0.403,Settled,0
13025,Hibernating,United Kingdom,732,1,323.39,323.39,,13,0,1.379,-1.057,-0.756,0.558,2.051,At Risk,0.214,0.607,Core,0
13026,Champions,United Kingdom,1,9,1733.08,192.56,54.7,52,725,-2.41,0.935,0.456,1.675,2.085,New Customers,0.445,0.129,Borderline,1
13027,Champions,United Kingdom,114,19,17335.2,912.38,22.2,7,574,0.19,1.794,2.12,1.549,2.268,At Risk,0.406,0.216,Borderline,1
13028,New Customers,United Kingdom,23,2,661.32,330.66,,40,22,-0.815,-0.555,-0.24,0.26,1.62,At Risk,0.138,0.5,Core,0
13029,New Customers,United Kingdom,31,5,1927.3,385.46,70.3,13,492,-0.631,0.303,0.532,1.019,1.026,At Risk,0.498,-0.018,Borderline,1
13030,New Customers,United Kingdom,11,2,1227.22,613.61,,76,356,-1.26,-0.555,0.206,0.635,1.869,At Risk,0.254,0.467,Settled,0
13031,At Risk,United Kingdom,407,5,3419.27,683.85,13.9,275,147,1.003,0.303,0.947,0.799,2.189,Hibernating,0.267,0.507,Core,0
13032,At Risk,United Kingdom,52,9,2843.55,315.95,97.3,147,408,-0.307,0.935,0.814,1.023,1.158,Champions,0.469,0.146,Borderline,1
13033,Hibernating,United Kingdom,357,2,220.55,110.28,,12,72,0.919,-0.555,-1.032,0.335,1.773,At Risk,0.159,0.587,Core,0
13034,New Customers,United Kingdom,55,3,922.68,307.56,141.5,42,346,-0.272,-0.199,0.0,0.671,0.931,At Risk,0.419,0.13,Borderline,1
13035,At Risk,United Kingdom,74,3,1364.2,454.73,8.0,27,357,-0.084,-0.199,0.283,0.698,0.967,New Customers,0.419,0.172,Borderline,1
13036,Hibernating,United Kingdom,685,1,307.1,307.1,,6,0,1.336,-1.057,-0.794,0.511,2.053,At Risk,0.199,0.62,Core,0
13037,At Risk,United Kingdom,138,12,3914.95,326.25,34.6,181,597,0.312,1.26,1.045,1.149,1.504,Champions,0.433,0.232,Borderline,1
13038,At Risk,United Kingdom,80,3,908.46,302.82,2.0,24,210,-0.035,-0.199,-0.011,0.786,0.891,New Customers,0.469,0.085,Borderline,1
13039,At Risk,United Kingdom,584,4,1010.73,252.68,41.1,37,138,1.234,0.077,0.066,0.944,1.396,Hibernating,0.404,0.234,Borderline,1
13040,New Customers,United Kingdom,9,2,676.99,338.5,,38,24,-1.377,-0.555,-0.223,0.55,2.067,At Risk,0.21,0.53,Core,0
13041,At Risk,United Kingdom,451,4,799.13,199.78,17.2,23,139,1.069,0.077,-0.104,0.891,1.248,Hibernating,0.417,0.196,Borderline,1
13042,At Risk,United Kingdom,598,3,1556.54,518.85,10.0,164,133,1.249,-0.199,0.378,0.99,1.489,Hibernating,0.399,0.243,Borderline,1
13043,Hibernating,United Kingdom,273,1,516.42,516.42,,13,0,0.747,-1.057,-0.419,0.538,1.634,At Risk,0.248,0.517,Core,0
13044,At Risk,United Kingdom,291,11,4853.9,441.26,55.2,356,409,0.788,1.161,1.2,1.226,1.964,Champions,0.384,0.341,Settled,0
13045,At Risk,United Kingdom,99,3,808.92,269.64,108.5,41,387,0.1,-0.199,-0.095,0.776,1.005,New Customers,0.436,0.157,Borderline,1
13046,New Customers,United Kingdom,31,3,949.25,316.42,23.0,50,425,-0.631,-0.199,0.021,0.384,1.206,At Risk,0.242,0.36,Settled,0
13047,Champions,United Kingdom,57,23,8790.21,382.18,22.0,189,666,-0.249,2.019,1.629,1.043,2.198,At Risk,0.322,0.359,Settled,0
13048,Champions,United Kingdom,14,9,4084.21,453.8,28.8,125,667,-1.117,0.935,1.075,0.666,1.761,At Risk,0.274,0.389,Settled,0
13049,At Risk,United Kingdom,64,4,1408.24,352.06,103.0,19,336,-0.176,0.077,0.306,0.619,0.978,New Customers,0.388,0.219,Borderline,1
13050,Champions,United Kingdom,15,34,12235.3,359.86,14.3,512,709,-1.076,2.486,1.868,1.079,3.005,At Risk,0.264,0.505,Core,0
13051,Hibernating,United Kingdom,579,2,155.8,77.9,,4,40,1.229,-0.555,-1.282,0.601,2.088,At Risk,0.224,0.583,Core,0
13052,At Risk,United Kingdom,212,7,3167.68,452.53,72.5,160,442,0.586,0.659,0.892,0.62,1.986,Champions,0.238,0.541,Core,0
13053,Hibernating,United Kingdom,622,1,127.65,127.65,,17,0,1.275,-1.057,-1.425,0.685,2.46,At Risk,0.218,0.637,Core,0
13055,At Risk,United Kingdom,78,4,2321.11,580.28,89.1,145,351,-0.051,0.077,0.667,0.543,1.295,New Customers,0.295,0.374,Settled,0
13056,Hibernating,United Kingdom,551,1,209.48,209.48,,18,0,1.197,-1.057,-1.069,0.41,2.173,At Risk,0.159,0.662,Core,0
13057,Hibernating,United Kingdom,530,3,722.09,240.7,47.5,34,101,1.172,-0.199,-0.177,1.026,1.106,At Risk,0.481,0.071,Borderline,1
13058,New Customers,United Kingdom,25,3,271.4,90.47,29.5,5,127,-0.764,-0.199,-0.883,0.659,1.77,Hibernating,0.271,0.435,Settled,0
13059,At Risk,United Kingdom,250,10,2303.17,230.32,48.0,155,368,0.691,1.053,0.661,0.851,2.012,Champions,0.297,0.481,Settled,0
13060,Hibernating,United Kingdom,254,1,307.53,307.53,,15,0,0.701,-1.057,-0.793,0.285,1.842,New Customers,0.134,0.618,Core,0
13061,Hibernating,United Kingdom,72,1,248.61,248.61,,10,0,-0.102,-1.057,-0.946,0.999,1.295,New Customers,0.436,0.182,Borderline,1
13062,Hibernating,United Kingdom,191,1,346.98,346.98,,11,0,0.519,-1.057,-0.706,0.453,1.661,New Customers,0.214,0.54,Core,0
13063,Hibernating,United Kingdom,481,1,188.4,188.4,,12,0,1.11,-1.057,-1.145,0.389,2.197,At Risk,0.15,0.669,Core,0
13064,New Customers,United Kingdom,13,6,1680.74,280.12,70.5,58,579,-1.161,0.494,0.434,1.083,1.394,Champions,0.437,0.192,Borderline,1
13065,At Risk,United Kingdom,373,5,1260.91,252.18,23.8,49,174,0.947,0.303,0.226,0.594,1.623,Hibernating,0.268,0.454,Settled,0
13066,New Customers,United Kingdom,24,2,470.8,235.4,,48,7,-0.789,-0.555,-0.485,0.361,1.718,At Risk,0.174,0.51,Core,0
13067,New Customers,United Kingdom,82,3,508.51,169.5,145.0,24,363,-0.019,-0.199,-0.43,0.895,1.074,At Risk,0.455,0.085,Borderline,1
13068,New Customers,United Kingdom,10,2,344.0,172.0,,1,309,-1.316,-0.555,-0.712,0.682,2.223,At Risk,0.235,0.528,Core,0
13069,Champions,United Kingdom,1,38,9683.13,254.82,12.4,573,542,-2.41,2.62,1.699,1.709,3.828,New Customers,0.309,0.489,Settled,0
13070,At Risk,United Kingdom,192,4,751.7,187.92,61.7,12,539,0.523,0.077,-0.148,0.633,1.256,Hibernating,0.335,0.317,Settled,0
13071,Hibernating,United Kingdom,612,1,129.22,129.22,,12,0,1.264,-1.057,-1.416,0.672,2.45,At Risk,0.215,0.639,Core,0
13072,Hibernating,United Kingdom,267,1,177.15,177.15,,7,0,0.733,-1.057,-1.19,0.376,2.022,New Customers,0.157,0.634,Core,0
13073,Hibernating,United Kingdom,411,2,418.08,209.04,,25,26,1.009,-0.555,-0.571,0.47,1.452,At Risk,0.245,0.495,Settled,0
13074,At Risk,United Kingdom,511,4,1378.74,344.68,29.4,26,212,1.149,0.077,0.29,0.8,1.542,Hibernating,0.342,0.354,Settled,0
13075,Hibernating,United Kingdom,130,1,919.61,919.61,,22,0,0.274,-1.057,-0.002,1.102,1.405,New Customers,0.44,0.198,Borderline,1
13076,Hibernating,United Kingdom,458,1,135.4,135.4,,9,0,1.079,-1.057,-1.383,0.556,2.364,At Risk,0.19,0.655,Core,0
13077,Champions,United Kingdom,1,11,3064.67,278.61,81.4,208,727,-2.41,1.161,0.868,1.418,2.388,New Customers,0.373,0.309,Settled,0
13078,Champions,United Kingdom,3,57,29532.45,518.11,6.9,153,735,-1.966,3.112,2.506,2.119,4.22,At Risk,0.334,0.454,Settled,0
13079,New Customers,United Kingdom,4,6,419.18,69.86,98.5,11,413,-1.822,0.494,-0.569,1.272,2.296,Champions,0.356,0.381,Settled,0
13080,Hibernating,United Kingdom,179,4,280.73,70.18,72.0,17,430,0.478,0.077,-0.858,1.021,1.312,At Risk,0.438,0.167,Borderline,1
13081,Champions,United Kingdom,12,28,59205.15,2114.47,25.2,738,719,-1.209,2.254,3.008,1.802,3.612,At Risk,0.333,0.429,Settled,0
13082,Champions,United Kingdom,126,21,7335.75,349.32,28.2,99,591,0.254,1.912,1.499,1.443,1.945,At Risk,0.426,0.149,Borderline,1
13083,New Customers,United Kingdom,4,3,395.43,131.81,139.5,19,421,-1.822,-0.199,-0.611,1.01,2.496,At Risk,0.288,0.493,Settled,0
13084,Hibernating,United Kingdom,492,1,122.4,122.4,,2,0,1.124,-1.057,-1.455,0.636,2.433,At Risk,0.207,0.646,Core,0
13085,At Risk,United Kingdom,158,8,2433.28,304.16,131.8,50,581,0.398,0.805,0.701,0.58,1.82,Champions,0.242,0.522,Core,0
